Fecha,Longitud,Latitud,Temperatura,Humedad,eCo2,Aforo,Redes,Señal Detectada
2026-03-25 16:07:49,40.422848,-3.711837,25.59,52.7,523,AFORO BAJO,2,-33
2026-03-25 16:07:57,40.422848,-3.711837,26.52,54.16,589,AFORO BAJO,2,-24
2026-03-25 16:08:05,40.422848,-3.711837,26.7,57.63,643,AFORO BAJO,3,-23
2026-03-25 16:08:13,40.422848,-3.711837,27.42,61.37,471,AFORO BAJO,2,-21
2026-03-25 16:08:21,40.422848,-3.711837,27.53,61.94,467,AFORO BAJO,3,-22
2026-03-25 16:08:29,40.422848,-3.711837,27.97,64.89,406,AFORO BAJO,3,-27
2026-03-25 16:08:37,40.422848,-3.711837,27.53,64.12,789,MEDIA GENTE,2,-24
2026-03-25 16:08:45,40.422848,-3.711837,27.14,58.3,753,MEDIA GENTE,2,-41
2026-03-25 16:08:54,40.422848,-3.711837,26.84,50.3,853,MEDIA GENTE,2,-36
2026-03-25 16:09:03,40.422848,-3.711837,26.53,44.27,852,MEDIA GENTE,2,-21
2026-03-25 16:09:10,40.422848,-3.711837,26.32,40.96,952,MEDIA GENTE,3,-17
2026-03-25 16:09:18,40.422848,-3.711837,26.43,40.89,876,MEDIA GENTE,2,-17
2026-03-25 16:09:26,40.422848,-3.711837,26.53,45.17,876,MEDIA GENTE,3,-20
2026-03-25 16:09:34,40.422848,-3.711837,26.57,46.62,987,MEDIA GENTE,3,-25
2026-03-25 16:09:44,40.422848,-3.711837,26.46,49.72,876,MEDIA GENTE,4,-23
2026-03-25 16:09:44,40.422848,-3.711837,26.46,49.72,789,MEDIA GENTE,4,-23
2026-03-25 16:09:50,40.422848,-3.711837,26.55,49.28,1198,MUCHA GENTE,3,-27
2026-03-25 16:09:59,40.422848,-3.711837,26.95,53.58,1400,MUCHA GENTE,4,-35
2026-03-25 16:10:06,40.422848,-3.711837,27.31,56.59,1498,MUCHA GENTE,5,-22
2026-03-25 16:10:14,40.422848,-3.711837,27.11,55.9,1654,MUCHA GENTE,8,-30
2026-03-25 16:10:22,40.422848,-3.711837,27.14,52.98,1653,MUCHA GENTE,5,-36
2026-03-25 16:10:30,40.427715,-3.714003,26.91,50.29,1354,MUCHA GENTE,8,-36
2026-03-25 16:10:38,40.427715,-3.714003,26.9,47.09,1267,MUCHA GENTE,5,-39
2026-03-25 16:10:46,40.427715,-3.714003,26.98,47.57,1763,MUCHA GENTE,6,-38
2026-03-25 16:10:54,40.427715,-3.714003,27.14,49.77,1653,MUCHA GENTE,4,-43
2026-03-25 16:11:02,40.427715,-3.714003,27.34,52.36,1653,MUCHA GENTE,3,-54
2026-03-25 16:11:10,40.427715,-3.714003,27.41,56.91,1532,MUCHA GENTE,4,-51
2026-03-25 16:11:18,40.427715,-3.714003,27.41,56.11,1673,MUCHA GENTE,3,-45
2026-03-25 16:11:26,40.427715,-3.714003,27.05,50.22,717,MEDIA GENTE,4,-41
2026-03-25 16:11:34,40.427715,-3.714003,26.83,45.58,723,MEDIA GENTE,4,-26
2026-03-25 16:11:42,40.427715,-3.714003,26.66,43.04,792,MEDIA GENTE,3,-33
2026-03-25 16:11:50,40.427715,-3.714003,26.64,42.29,876,MEDIA GENTE,4,-38
2026-03-25 16:11:58,40.427715,-3.714003,26.69,43.38,876,MEDIA GENTE,4,-45
2026-03-25 16:12:06,40.427715,-3.714003,26.67,44.85,735,MEDIA GENTE,4,-52
2026-03-25 16:12:14,40.427715,-3.714003,26.68,44.83,876,MEDIA GENTE,4,-44
2026-03-25 16:12:22,40.427715,-3.714003,26.67,43.89,872,MEDIA GENTE,6,-40
2026-03-25 16:12:30,40.427715,-3.714003,26.66,42.66,987,MEDIA GENTE,2,-38
2026-03-25 16:12:38,40.427715,-3.714003,26.57,40.9,789,MEDIA GENTE,2,-29
2026-03-25 16:12:46,40.427715,-3.714003,26.46,38.08,873,MEDIA GENTE,2,-37
2026-03-25 16:12:54,40.427715,-3.714003,26.57,39.0,782,MEDIA GENTE,2,-37
2026-03-25 16:13:02,40.427715,-3.714003,26.38,37.51,873,MEDIA GENTE,2,-37
2026-03-25 16:13:10,40.427715,-3.714003,26.62,39.98,520,AFORO BAJO,3,-37
2026-03-25 16:13:18,40.427715,-3.714003,26.62,41.18,635,AFORO BAJO,2,-34
2026-03-25 16:13:26,40.427715,-3.714003,26.73,42.27,563,AFORO BAJO,4,-43
2026-03-25 16:13:34,40.427715,-3.714003,26.65,42.96,612,AFORO BAJO,5,-39
2026-03-25 16:13:43,40.427715,-3.714003,26.63,42.04,478,AFORO BAJO,2,-36
2026-03-25 16:13:50,40.427715,-3.714003,26.53,41.63,482,AFORO BAJO,4,-36
2026-03-25 16:13:58,40.427715,-3.714003,26.41,40.68,582,AFORO BAJO,2,-49
2026-03-25 16:14:06,40.427715,-3.714003,26.54,42.12,599,AFORO BAJO,2,-39
2026-03-25 16:14:14,40.427715,-3.714003,26.64,43.93,519,AFORO BAJO,3,-43
2026-03-25 16:14:22,40.427715,-3.714003,26.76,43.5,572,AFORO BAJO,3,-18
2026-03-25 16:14:31,40.427715,-3.714003,26.83,42.97,633,AFORO BAJO,3,-16
2026-03-25 16:14:38,40.433914,-3.718408,26.94,42.21,507,AFORO BAJO,3,-19
2026-03-25 16:14:46,40.433914,-3.718408,26.82,40.07,518,AFORO BAJO,2,-21
2026-03-25 16:14:55,40.433914,-3.718408,26.62,38.44,563,AFORO BAJO,3,-36
2026-03-25 16:15:02,40.433914,-3.718408,26.82,36.34,621,AFORO BAJO,3,-27
2026-03-25 16:15:10,40.433914,-3.718408,27.31,34.39,623,AFORO BAJO,3,-32
2026-03-25 16:15:18,40.433914,-3.718408,27.69,32.71,623,AFORO BAJO,3,-31
2026-03-25 16:15:26,40.433914,-3.718408,27.5,31.31,573,AFORO BAJO,1,-42
2026-03-25 16:15:34,40.433914,-3.718408,27.31,30.36,682,AFORO BAJO,4,-43
2026-03-25 16:15:42,40.433914,-3.718408,27.2,29.69,573,AFORO BAJO,8,-35
2026-03-25 16:15:51,40.433914,-3.718408,26.9,29.19,632,AFORO BAJO,2,-36
2026-03-25 16:15:58,40.433914,-3.718408,26.62,28.92,623,AFORO BAJO,3,-34
2026-03-25 16:16:06,40.433914,-3.718408,26.34,28.76,523,AFORO BAJO,4,-35
2026-03-25 16:16:14,40.433914,-3.718408,26.18,28.76,538,AFORO BAJO,4,-33
2026-03-25 16:16:22,40.433914,-3.718408,25.97,28.82,598,AFORO BAJO,6,-34
2026-03-25 16:16:30,40.433914,-3.718408,25.8,28.91,653,AFORO BAJO,3,-33
2026-03-25 16:16:38,40.433914,-3.718408,25.82,29.01,663,AFORO BAJO,2,-37
2026-03-25 16:16:46,40.433914,-3.718408,25.78,29.04,578,AFORO BAJO,3,-30
2026-03-25 16:16:54,40.433914,-3.718408,25.53,29.02,573,AFORO BAJO,2,-36
2026-03-25 16:17:02,40.433914,-3.718408,25.4,29.16,573,AFORO BAJO,6,-35
2026-03-25 16:17:10,40.433914,-3.718408,25.27,29.33,673,AFORO BAJO,2,-38
2026-03-25 16:17:18,40.433914,-3.718408,25.39,29.6,583,AFORO BAJO,2,-35
2026-03-25 16:17:26,40.433914,-3.718408,25.33,29.79,638,AFORO BAJO,2,-45
2026-03-25 16:17:34,40.433914,-3.718408,25.3,30.01,635,AFORO BAJO,2,-45
2026-03-25 16:17:42,40.433914,-3.718408,25.36,30.26,537,AFORO BAJO,5,-45
2026-03-25 16:17:50,40.433914,-3.718408,25.37,30.52,538,AFORO BAJO,2,-44
2026-03-25 16:18:00,40.433914,-3.718408,25.34,30.59,487,AFORO BAJO,2,-36
2026-03-25 16:18:00,40.433914,-3.718408,25.34,30.59,487,AFORO BAJO,2,-36
2026-03-25 16:18:06,40.433914,-3.718408,25.42,30.46,412,AFORO BAJO,2,-37
2026-03-25 16:18:14,40.433914,-3.718408,25.49,30.37,498,AFORO BAJO,2,-45
2026-03-25 16:18:23,40.433914,-3.718408,25.4,30.25,476,AFORO BAJO,5,-39
